contig	position	-3_event_level_mean	-3_event_stdv	-3_event_length	-3_standardized_level	-3_event_level_median	-3_event_stdv_median	-3_event_length_median	-3_diff_stdv	-2_event_level_mean	-2_event_stdv	-2_event_length	-2_standardized_level	-2_event_level_median	-2_event_stdv_median	-2_event_length_median	-2_diff_stdv	-1_event_level_mean	-1_event_stdv	-1_event_length	-1_standardized_level	-1_event_level_median	-1_event_stdv_median	-1_event_length_median	-1_diff_stdv	0_event_level_mean	0_event_stdv	0_event_length	0_standardized_level	0_event_level_median	0_event_stdv_median	0_event_length_median	0_diff_stdv	+1_event_level_mean	+1_event_stdv	+1_event_length	+1_standardized_level	+1_event_level_median	+1_event_stdv_median	+1_event_length_median	+1_diff_stdv	+2_event_level_mean	+2_event_stdv	+2_event_length	+2_standardized_level	+2_event_level_median	+2_event_stdv_median	+2_event_length_median	+2_diff_stdv	+3_event_level_mean	+3_event_stdv	+3_event_length	+3_standardized_level	+3_event_level_median	+3_event_stdv_median	+3_event_length_median	+3_diff_stdv	label
ENST00000327044.7|ENSG00000188976.11|OTTHUMG00000040720.2|OTTHUMT00000097869.2|NOC2L-201|NOC2L|2757|protein_coding|	4	79.23863636363636	1.2487727272727271	0.004647142857142857	0.47545454545454535	79.35	1.294	0.00498	-0.3967281510759772	78.51266666666666	1.419733333333333	0.007394	-1.0213333333333334	78.53	1.421	0.00564	-0.3827246376811595	91.91	3.7251874999999997	0.007406875	0.13375000000000004	92.595	3.7945	0.005645	-0.25197038152610457	119.55199999999999	5.0894	0.009164	1.1099999999999999	122.25	4.617	0.01096	0.25664197530864213	123.88409090909092	3.4221363636363633	0.005200000000000001	1.1750000000000003	123.575	3.2765	0.00398	0.015470731049365935	117.09499999999998	5.7755	0.008023333333333334	0.815	117.655	5.6465	0.004484999999999999	-0.22890520694259014	86.24222222222222	2.1241	0.005611	0.4477777777777777	86.235	1.872	0.004645	-0.19845283018867926	-1
ENST00000327044.7|ENSG00000188976.11|OTTHUMG00000040720.2|OTTHUMT00000097869.2|NOC2L-201|NOC2L|2757|protein_coding|	5	78.51266666666666	1.419733333333333	0.007394	-1.0213333333333334	78.53	1.421	0.00564	-0.3827246376811595	91.91	3.7251874999999997	0.007406875	0.13375000000000004	92.595	3.7945	0.005645	-0.25197038152610457	119.55199999999999	5.0894	0.009164	1.1099999999999999	122.25	4.617	0.01096	0.25664197530864213	123.88409090909092	3.4221363636363633	0.005200000000000001	1.1750000000000003	123.575	3.2765	0.00398	0.015470731049365935	117.09499999999998	5.7755	0.008023333333333334	0.815	117.655	5.6465	0.004484999999999999	-0.22890520694259014	86.24222222222222	2.1241	0.005611	0.4477777777777777	86.235	1.872	0.004645	-0.19845283018867926	102.55625	3.2385	0.00668125	0.0062500000000000056	101.08500000000001	3.1574999999999998	0.00664	-0.18834586466165415	-1
ENST00000327044.7|ENSG00000188976.11|OTTHUMG00000040720.2|OTTHUMT00000097869.2|NOC2L-201|NOC2L|2757|protein_coding|	6	91.91	3.7251874999999997	0.007406875	0.13375000000000004	92.595	3.7945	0.005645	-0.25197038152610457	119.55199999999999	5.0894	0.009164	1.1099999999999999	122.25	4.617	0.01096	0.25664197530864213	123.88409090909092	3.4221363636363633	0.005200000000000001	1.1750000000000003	123.575	3.2765	0.00398	0.015470731049365935	117.09499999999998	5.7755	0.008023333333333334	0.815	117.655	5.6465	0.004484999999999999	-0.22890520694259014	86.24222222222222	2.1241	0.005611	0.4477777777777777	86.235	1.872	0.004645	-0.19845283018867926	102.55625	3.2385	0.00668125	0.0062500000000000056	101.08500000000001	3.1574999999999998	0.00664	-0.18834586466165415	117.369	5.592999999999999	0.0071719999999999996	0.446	119.06	4.9805	0.00598	0.6596439169139463	-1
ENST00000327044.7|ENSG00000188976.11|OTTHUMG00000040720.2|OTTHUMT00000097869.2|NOC2L-201|NOC2L|2757|protein_coding|	7	119.55199999999999	5.0894	0.009164	1.1099999999999999	122.25	4.617	0.01096	0.25664197530864213	123.88409090909092	3.4221363636363633	0.005200000000000001	1.1750000000000003	123.575	3.2765	0.00398	0.015470731049365935	117.09499999999998	5.7755	0.008023333333333334	0.815	117.655	5.6465	0.004484999999999999	-0.22890520694259014	86.24222222222222	2.1241	0.005611	0.4477777777777777	86.235	1.872	0.004645	-0.19845283018867926	102.55625	3.2385	0.00668125	0.0062500000000000056	101.08500000000001	3.1574999999999998	0.00664	-0.18834586466165415	117.369	5.592999999999999	0.0071719999999999996	0.446	119.06	4.9805	0.00598	0.6596439169139463	94.82857142857144	10.38	0.006591428571428572	0.14142857142857143	93.76	12.997	0.00531	0.07120743034055742	-1
ENST00000327044.7|ENSG00000188976.11|OTTHUMG00000040720.2|OTTHUMT00000097869.2|NOC2L-201|NOC2L|2757|protein_coding|	8	123.88409090909092	3.4221363636363633	0.005200000000000001	1.1750000000000003	123.575	3.2765	0.00398	0.015470731049365935	117.09499999999998	5.7755	0.008023333333333334	0.815	117.655	5.6465	0.004484999999999999	-0.22890520694259014	86.24222222222222	2.1241	0.005611	0.4477777777777777	86.235	1.872	0.004645	-0.19845283018867926	102.55625	3.2385	0.00668125	0.0062500000000000056	101.08500000000001	3.1574999999999998	0.00664	-0.18834586466165415	117.369	5.592999999999999	0.0071719999999999996	0.446	119.06	4.9805	0.00598	0.6596439169139463	94.82857142857144	10.38	0.006591428571428572	0.14142857142857143	93.76	12.997	0.00531	0.07120743034055742	89.80133333333333	3.3491333333333335	0.005644000000000001	-0.12733333333333335	90.16	3.226	0.00498	-0.11398589065255722	-1
ENST00000327044.7|ENSG00000188976.11|OTTHUMG00000040720.2|OTTHUMT00000097869.2|NOC2L-201|NOC2L|2757|protein_coding|	9	117.09499999999998	5.7755	0.008023333333333334	0.815	117.655	5.6465	0.004484999999999999	-0.22890520694259014	86.24222222222222	2.1241	0.005611	0.4477777777777777	86.235	1.872	0.004645	-0.19845283018867926	102.55625	3.2385	0.00668125	0.0062500000000000056	101.08500000000001	3.1574999999999998	0.00664	-0.18834586466165415	117.369	5.592999999999999	0.0071719999999999996	0.446	119.06	4.9805	0.00598	0.6596439169139463	94.82857142857144	10.38	0.006591428571428572	0.14142857142857143	93.76	12.997	0.00531	0.07120743034055742	89.80133333333333	3.3491333333333335	0.005644000000000001	-0.12733333333333335	90.16	3.226	0.00498	-0.11398589065255722	119.9325	4.924076923076923	0.004519230769230769	1.4783333333333335	121.46	4.298	0.00432	-0.18878469142060583	-1
ENST00000327044.7|ENSG00000188976.11|OTTHUMG00000040720.2|OTTHUMT00000097869.2|NOC2L-201|NOC2L|2757|protein_coding|	10	86.24222222222222	2.1241	0.005611	0.4477777777777777	86.235	1.872	0.004645	-0.19845283018867926	102.55625	3.2385	0.00668125	0.0062500000000000056	101.08500000000001	3.1574999999999998	0.00664	-0.18834586466165415	117.369	5.592999999999999	0.0071719999999999996	0.446	119.06	4.9805	0.00598	0.6596439169139463	94.82857142857144	10.38	0.006591428571428572	0.14142857142857143	93.76	12.997	0.00531	0.07120743034055742	89.80133333333333	3.3491333333333335	0.005644000000000001	-0.12733333333333335	90.16	3.226	0.00498	-0.11398589065255722	119.9325	4.924076923076923	0.004519230769230769	1.4783333333333335	121.46	4.298	0.00432	-0.18878469142060583	81.26571428571428	2.2125714285714286	0.007089999999999999	0.9450000000000001	81.035	2.2569999999999997	0.00664	-0.03801242236024835	-1
ENST00000327044.7|ENSG00000188976.11|OTTHUMG00000040720.2|OTTHUMT00000097869.2|NOC2L-201|NOC2L|2757|protein_coding|	11	102.55625	3.2385	0.00668125	0.0062500000000000056	101.08500000000001	3.1574999999999998	0.00664	-0.18834586466165415	117.369	5.592999999999999	0.0071719999999999996	0.446	119.06	4.9805	0.00598	0.6596439169139463	94.82857142857144	10.38	0.006591428571428572	0.14142857142857143	93.76	12.997	0.00531	0.07120743034055742	89.80133333333333	3.3491333333333335	0.005644000000000001	-0.12733333333333335	90.16	3.226	0.00498	-0.11398589065255722	119.9325	4.924076923076923	0.004519230769230769	1.4783333333333335	121.46	4.298	0.00432	-0.18878469142060583	81.26571428571428	2.2125714285714286	0.007089999999999999	0.9450000000000001	81.035	2.2569999999999997	0.00664	-0.03801242236024835	85.44162162162164	2.402055555555556	0.007760810810810812	0.6210810810810812	85.14	2.345	0.00564	0.12772561293688084	-1
ENST00000327044.7|ENSG00000188976.11|OTTHUMG00000040720.2|OTTHUMT00000097869.2|NOC2L-201|NOC2L|2757|protein_coding|	12	117.369	5.592999999999999	0.0071719999999999996	0.446	119.06	4.9805	0.00598	0.6596439169139463	94.82857142857144	10.38	0.006591428571428572	0.14142857142857143	93.76	12.997	0.00531	0.07120743034055742	89.80133333333333	3.3491333333333335	0.005644000000000001	-0.12733333333333335	90.16	3.226	0.00498	-0.11398589065255722	119.9325	4.924076923076923	0.004519230769230769	1.4783333333333335	121.46	4.298	0.00432	-0.18878469142060583	81.26571428571428	2.2125714285714286	0.007089999999999999	0.9450000000000001	81.035	2.2569999999999997	0.00664	-0.03801242236024835	85.44162162162164	2.402055555555556	0.007760810810810812	0.6210810810810812	85.14	2.345	0.00564	0.12772561293688084	86.57172413793103	3.4227192982456147	0.006079137931034482	0.255	86.67	3.2185	0.00432	-0.1155764087220634	-1
ENST00000327044.7|ENSG00000188976.11|OTTHUMG00000040720.2|OTTHUMT00000097869.2|NOC2L-201|NOC2L|2757|protein_coding|	13	94.82857142857144	10.38	0.006591428571428572	0.14142857142857143	93.76	12.997	0.00531	0.07120743034055742	89.80133333333333	3.3491333333333335	0.005644000000000001	-0.12733333333333335	90.16	3.226	0.00498	-0.11398589065255722	119.9325	4.924076923076923	0.004519230769230769	1.4783333333333335	121.46	4.298	0.00432	-0.18878469142060583	81.26571428571428	2.2125714285714286	0.007089999999999999	0.9450000000000001	81.035	2.2569999999999997	0.00664	-0.03801242236024835	85.44162162162164	2.402055555555556	0.007760810810810812	0.6210810810810812	85.14	2.345	0.00564	0.12772561293688084	86.57172413793103	3.4227192982456147	0.006079137931034482	0.255	86.67	3.2185	0.00432	-0.1155764087220634	94.66285714285713	3.1740555555555554	0.005091999999999999	0.1638888888888889	94.005	2.9539999999999997	0.00398	-0.20449735449735457	-1
