contig	position	-3_event_level_mean	-3_event_stdv	-3_event_length	-3_standardized_level	-3_event_level_median	-3_event_stdv_median	-3_event_length_median	-3_diff_stdv	-2_event_level_mean	-2_event_stdv	-2_event_length	-2_standardized_level	-2_event_level_median	-2_event_stdv_median	-2_event_length_median	-2_diff_stdv	-1_event_level_mean	-1_event_stdv	-1_event_length	-1_standardized_level	-1_event_level_median	-1_event_stdv_median	-1_event_length_median	-1_diff_stdv	0_event_level_mean	0_event_stdv	0_event_length	0_standardized_level	0_event_level_median	0_event_stdv_median	0_event_length_median	0_diff_stdv	+1_event_level_mean	+1_event_stdv	+1_event_length	+1_standardized_level	+1_event_level_median	+1_event_stdv_median	+1_event_length_median	+1_diff_stdv	+2_event_level_mean	+2_event_stdv	+2_event_length	+2_standardized_level	+2_event_level_median	+2_event_stdv_median	+2_event_length_median	+2_diff_stdv	+3_event_level_mean	+3_event_stdv	+3_event_length	+3_standardized_level	+3_event_level_median	+3_event_stdv_median	+3_event_length_median	+3_diff_stdv	label
ENST00000327044.7|ENSG00000188976.11|OTTHUMG00000040720.2|OTTHUMT00000097869.2|NOC2L-201|NOC2L|2757|protein_coding|	89	102.80371428571429	2.901058823529412	0.004599117647058824	0.1	104.2	2.588	0.00432	-0.3538844491025808	117.13333333333333	6.490772727272727	0.005074761904761906	-0.48	117.61	5.9905	0.00515	0.35506737521351295	87.38931034482756	2.2456896551724137	0.005872413793103448	-0.38999999999999996	87.05	2.0495	0.005475	-0.17740305671340156	80.0159375	1.665741935483871	0.004573548387096775	-0.1921875	79.805	1.6604999999999999	0.00398	-0.41552914544425584	70.8040909090909	2.0677878787878785	0.005417272727272728	0.485	71.535	1.719	0.00432	-0.1009617918313571	81.63413333333332	2.0771315789473688	0.007326351351351352	-0.07893333333333334	81.77000000000001	2.084	0.005475	-0.2528303672851191	96.11612903225804	2.8424918032786888	0.0073865	0.1	96.39	2.896	0.00598	-0.2875960392785242	-1
ENST00000327044.7|ENSG00000188976.11|OTTHUMG00000040720.2|OTTHUMT00000097869.2|NOC2L-201|NOC2L|2757|protein_coding|	133	123.26894736842104	4.7174499999999995	0.005836315789473684	0.35	125.41	3.729	0.005475	-0.1963458262350938	129.30833333333334	2.953041666666666	0.006017499999999999	0.62	128.8	2.406	0.00531	-0.38349860821155196	85.9465625	3.217129032258064	0.005227419354838709	0.35	86.26	3.065	0.003815	0.011675796307567285	76.48413793103448	1.8549642857142856	0.005242758620689654	0.6682758620689656	76.81	1.802	0.00432	-0.013316869300911848	79.65642857142859	2.3751428571428574	0.005447777777777778	-0.01642857142857145	79.44	2.16	0.005475	-0.253099730458221	89.0820588235294	5.037764705882352	0.005432424242424243	0.88	89.17	4.9415	0.00432	0.011599338530592647	115.14863636363636	4.753377777777778	0.007183181818181819	0.11	115.8	4.884	0.00531	0.1736735253772291	-1
ENST00000327044.7|ENSG00000188976.11|OTTHUMG00000040720.2|OTTHUMT00000097869.2|NOC2L-201|NOC2L|2757|protein_coding|	248	116.33099999999999	5.374948717948719	0.008129230769230767	0.10600000000000001	117.65	5.356	0.00598	0.6955674189112678	117.53611111111111	7.302684210526316	0.005755555555555555	0.16	119.17	6.219	0.00465	0.5245687287111306	78.7179411764706	3.7240895522388064	0.006292985074626865	-0.46499999999999997	78.875	2.9015	0.004484999999999999	0.17109734347132272	94.86227272727272	7.034913043478262	0.005599090909090909	-0.01	96.5	7.422	0.00598	0.3821047236695997	109.09350000000002	5.985600000000001	0.006027894736842105	0.21000000000000002	107.995	4.891	0.00598	0.01969335604770027	129.53478260869565	3.7058260869565207	0.008285217391304348	0.2582608695652174	129.4	3.786	0.00697	-0.3487124627492934	118.78240000000001	5.68816	0.0059484	-0.6103999999999999	118.79	5.806	0.00564	-0.030977853492333937	-1
ENST00000327044.7|ENSG00000188976.11|OTTHUMG00000040720.2|OTTHUMT00000097869.2|NOC2L-201|NOC2L|2757|protein_coding|	254	118.78240000000001	5.68816	0.0059484	-0.6103999999999999	118.79	5.806	0.00564	-0.030977853492333937	127.13813559322031	4.132762711864407	0.007376779661016949	0.36	127.8	3.753	0.00631	-0.13721028979866243	80.638	3.5832	0.007059411764705882	0.49	80.89500000000001	3.1390000000000002	0.00531	0.27516014234875447	68.98982142857143	1.5322727272727275	0.004636181818181817	0.8723214285714286	68.835	1.5095	0.00415	-0.2597716293368466	65.46269230769231	1.9502692307692309	0.007561851851851852	0.65	64.96	1.808	0.00598	-0.05784095131921207	83.42358208955223	2.604074626865672	0.005505692307692307	0.0	83.78	2.581	0.00498	-0.06328250832170064	102.28000000000002	3.830571428571428	0.005098571428571429	1.2482758620689653	103.85	3.53	0.00398	-0.039957035445757426	-1
ENST00000327044.7|ENSG00000188976.11|OTTHUMG00000040720.2|OTTHUMT00000097869.2|NOC2L-201|NOC2L|2757|protein_coding|	287	92.48809523809524	4.23095	0.0048625000000000005	-0.3233333333333333	92.48	3.953	0.00398	-0.057694877505567975	118.7286956521739	8.496041666666667	0.0059465217391304346	0.42000000000000004	118.85499999999999	8.142	0.00581	0.7737038970076549	77.93277777777777	2.641105263157894	0.006133157894736842	-0.47	77.27	2.209	0.00498	-0.060104888555909564	71.88259259259259	2.115884615384615	0.006553703703703704	0.785	74.195	1.7865	0.00498	0.002788917243893491	75.31333333333333	4.164882352941176	0.005977058823529412	-0.08	75.405	4.0665	0.005145	-0.1817519935282561	104.63726027397261	4.655094594594594	0.006519722222222222	-0.29054794520547944	105.55	4.382	0.005145	-0.20696855287996696	128.60117647058823	5.845	0.006504423076923078	0.34	130.13	5.254	0.00564	0.027240773286467374	-1
ENST00000327044.7|ENSG00000188976.11|OTTHUMG00000040720.2|OTTHUMT00000097869.2|NOC2L-201|NOC2L|2757|protein_coding|	302	105.07625	2.160125	0.0049896875	0.52	104.95	2.024	0.00432	-0.19398320895522397	106.66159999999999	2.72548	0.0070916	-0.035	106.595	2.665	0.00664	-0.2100057971014493	92.48219512195122	1.8331463414634148	0.005096249999999999	0.01	92.685	1.7469999999999999	0.00432	-0.3285178236397748	82.26428571428569	1.5427936507936506	0.006524761904761905	0.6246031746031747	82.36	1.41	0.005145	-0.3624819624819625	78.39375	1.38024	0.0058775	0.32	78.51	1.319	0.00498	-0.3332173913043478	77.409	1.5346315789473683	0.007486	0.6455	79.555	1.388	0.00564	-0.33276887871853544	90.34058823529412	2.633285714285714	0.004713428571428571	-0.022941176470588236	90.36	2.458	0.00432	-0.4826550659556554	-1
ENST00000327044.7|ENSG00000188976.11|OTTHUMG00000040720.2|OTTHUMT00000097869.2|NOC2L-201|NOC2L|2757|protein_coding|	416	118.66107692307693	4.54430303030303	0.005747910447761194	0.060000000000000005	118.21000000000001	3.9735	0.00498	0.4335340789599463	118.39297297297297	6.572837837837838	0.005185405405405405	0.835	121.06	5.618	0.00415	0.3721999661456864	81.34730158730159	4.025540983606558	0.005478064516129031	0.14	81.54	3.841	0.00498	0.2658933910712447	102.48814814814814	7.0207592592592585	0.00773622641509434	0.12	97.13	6.9559999999999995	0.00631	0.37932401950083666	108.68428571428572	5.823518518518519	0.007327857142857143	0.2667857142857143	109.3	5.3345	0.004484999999999999	-0.007918480661240434	129.1485576923077	3.7157745098039223	0.006944901960784313	-0.07	127.41	3.2655000000000003	0.00498	-0.34696405803094515	117.69645569620253	6.300703703703704	0.00465126582278481	0.4	118.98	6.232	0.00398	0.5634500505468246	-1
ENST00000327044.7|ENSG00000188976.11|OTTHUMG00000040720.2|OTTHUMT00000097869.2|NOC2L-201|NOC2L|2757|protein_coding|	575	117.15283333333335	4.305918032786886	0.007869836065573772	-0.28500000000000003	116.925	4.232	0.006805	0.358333764286084	118.57652173913044	5.210636363636365	0.005598636363636364	-0.10217391304347831	119.51	5.593	0.00398	0.08781552476750826	78.82475409836066	2.486864406779661	0.005644499999999999	-0.015	78.93	2.149	0.00432	-0.1149948730321492	71.95125	1.8389583333333335	0.005401666666666667	-0.3	71.49	1.731	0.00465	-0.1284557661927329	96.65103448275862	5.607206896551724	0.00483	0.7303448275862068	97.525	5.1594999999999995	0.004314999999999999	0.10161235688638984	100.57880952380951	4.607926829268293	0.007416829268292685	0.57	103.84	4.899	0.00564	-0.41225423096067687	117.429875	4.4831358024691355	0.0076647500000000006	0.04	117.57	4.282	0.00564	0.41423842349184087	-1
ENST00000327044.7|ENSG00000188976.11|OTTHUMG00000040720.2|OTTHUMT00000097869.2|NOC2L-201|NOC2L|2757|protein_coding|	614	120.56975609756098	3.5847499999999997	0.006494634146341464	-0.0846341463414634	120.63	2.7145	0.00498	0.13083596214511034	114.125	8.829407407407407	0.0050448	-0.51	114.7	7.936	0.00398	0.8433000850537384	82.28435897435897	2.799461538461538	0.005600789473684209	0.32897435897435895	82.155	2.3529999999999998	0.00465	-0.11966618287373024	89.78	4.346743589743589	0.004566756756756757	-0.22	88.69	4.294	0.00398	-0.14602287038436362	124.61123529411762	4.406711656441717	0.007760363636363637	1.22	125.785	4.1555	0.006475	0.09347683782672861	112.95965517241379	11.67343103448276	0.0056985454545454535	0.09	111.775	11.184000000000001	0.005145	0.20468844525105895	91.37444444444445	2.753103448275862	0.0057001123595505606	0.44	91.78	2.46	0.00432	-0.12041423377767982	-1
ENST00000327044.7|ENSG00000188976.11|OTTHUMG00000040720.2|OTTHUMT00000097869.2|NOC2L-201|NOC2L|2757|protein_coding|	656	118.35166666666667	5.0601290322580645	0.0051123333333333324	-0.6530000000000001	116.62	4.652	0.00398	-0.1379677968895972	127.70349397590358	4.58646590909091	0.007221022727272727	0.41	127.42	4.316	0.00631	-0.04249145947997711	80.82454545454546	4.5657575757575755	0.004396363636363637	0.5	81.08	3.485	0.00432	0.6248247600560767	70.41696428571429	1.795736842105263	0.0051552631578947366	0.505	70.865	1.436	0.00465	-0.23585666293393062	73.74264705882354	1.5301666666666667	0.0050711111111111104	0.21	73.77	1.463	0.00465	-0.4630994152046784	80.21166666666666	1.5967608695652173	0.00467595744680851	0.17520833333333333	80.17	1.443	0.00415	-0.30575614366729675	89.27776119402988	1.6163731343283583	0.0045250769230769225	0.63	90.11	1.5715	0.00415	-0.24113937355476134	-1
